index,file_name,subject_ID,orientation,orientation_category,test_group_criteria,test_group_classification
658,N58883_dwi_mask_OF_prepped_LIP.nii.gz,N58883,LIP,9,0.317070648,0
659,N58883_dwi_mask_OF_prepped_LPS.nii.gz,N58883,LPS,10,0.24229908,0
660,N58883_dwi_mask_OF_prepped_LSA.nii.gz,N58883,LSA,11,0.870363285,0
661,N58883_dwi_mask_OF_prepped_PIR.nii.gz,N58883,PIR,12,0.388219115,0
662,N58883_dwi_mask_OF_prepped_PLI.nii.gz,N58883,PLI,13,0.606926748,0
663,N58883_dwi_mask_OF_prepped_PRS.nii.gz,N58883,PRS,14,0.764118913,0
664,N58883_dwi_mask_OF_prepped_PSL.nii.gz,N58883,PSL,15,0.515667709,0
665,N58883_dwi_mask_OF_prepped_RAS.nii.gz,N58883,RAS,16,0.908420231,0
666,N58883_dwi_mask_OF_prepped_RIA.nii.gz,N58883,RIA,17,0.724928558,0
667,N58883_dwi_mask_OF_prepped_RPI.nii.gz,N58883,RPI,18,0.164172345,0
668,N58883_dwi_mask_OF_prepped_RSP.nii.gz,N58883,RSP,19,0.672315075,0
669,N58883_dwi_mask_OF_prepped_SAL.nii.gz,N58883,SAL,20,0.497231712,0
670,N58883_dwi_mask_OF_prepped_SLP.nii.gz,N58883,SLP,21,0.667918462,0
671,N58883_dwi_mask_OF_prepped_SPR.nii.gz,N58883,SPR,22,0.108071177,0
672,N58883_dwi_mask_OF_prepped_SRA.nii.gz,N58883,SRA,23,0.179891844,0
673,N58885_dwi_mask_OF_prepped_AIL.nii.gz,N58885,AIL,0,0.651677343,0
674,N58885_dwi_mask_OF_prepped_ALS.nii.gz,N58885,ALS,1,0.849158429,0
675,N58885_dwi_mask_OF_prepped_ARI.nii.gz,N58885,ARI,2,0.897512168,0
676,N58885_dwi_mask_OF_prepped_ASR.nii.gz,N58885,ASR,3,0.272099083,0
677,N58885_dwi_mask_OF_prepped_IAR.nii.gz,N58885,IAR,4,0.738634545,0
678,N58885_dwi_mask_OF_prepped_ILA.nii.gz,N58885,ILA,5,0.702755878,0
679,N58885_dwi_mask_OF_prepped_IPL.nii.gz,N58885,IPL,6,0.726916916,0
680,N58885_dwi_mask_OF_prepped_IRP.nii.gz,N58885,IRP,7,0.93586242,0
681,N58885_dwi_mask_OF_prepped_LAI.nii.gz,N58885,LAI,8,0.508244522,0
682,N58885_dwi_mask_OF_prepped_LIP.nii.gz,N58885,LIP,9,0.699328939,0
683,N58885_dwi_mask_OF_prepped_LPS.nii.gz,N58885,LPS,10,0.471640837,0
684,N58885_dwi_mask_OF_prepped_LSA.nii.gz,N58885,LSA,11,0.239320942,0
685,N58885_dwi_mask_OF_prepped_PIR.nii.gz,N58885,PIR,12,0.063652529,0
686,N58885_dwi_mask_OF_prepped_PLI.nii.gz,N58885,PLI,13,0.364838164,0
687,N58885_dwi_mask_OF_prepped_PRS.nii.gz,N58885,PRS,14,0.943222956,0
688,N58885_dwi_mask_OF_prepped_PSL.nii.gz,N58885,PSL,15,0.536018125,0
689,N58885_dwi_mask_OF_prepped_RAS.nii.gz,N58885,RAS,16,0.845490394,0
690,N58885_dwi_mask_OF_prepped_RIA.nii.gz,N58885,RIA,17,0.718164445,0
691,N58885_dwi_mask_OF_prepped_RPI.nii.gz,N58885,RPI,18,0.975086489,0
692,N58885_dwi_mask_OF_prepped_RSP.nii.gz,N58885,RSP,19,0.20690236,0
693,N58885_dwi_mask_OF_prepped_SAL.nii.gz,N58885,SAL,20,0.189612613,0
694,N58885_dwi_mask_OF_prepped_SLP.nii.gz,N58885,SLP,21,0.149821526,0
695,N58885_dwi_mask_OF_prepped_SPR.nii.gz,N58885,SPR,22,0.318306334,0
696,N58885_dwi_mask_OF_prepped_SRA.nii.gz,N58885,SRA,23,0.281056792,0
697,N58887_dwi_mask_OF_prepped_AIL.nii.gz,N58887,AIL,0,0.130007528,0
698,N58887_dwi_mask_OF_prepped_ALS.nii.gz,N58887,ALS,1,0.818057421,0
699,N58887_dwi_mask_OF_prepped_ARI.nii.gz,N58887,ARI,2,0.660951554,0
700,N58887_dwi_mask_OF_prepped_ASR.nii.gz,N58887,ASR,3,0.365203013,0
701,N58887_dwi_mask_OF_prepped_IAR.nii.gz,N58887,IAR,4,0.76887692,0
702,N58887_dwi_mask_OF_prepped_ILA.nii.gz,N58887,ILA,5,0.478866865,0
703,N58887_dwi_mask_OF_prepped_IPL.nii.gz,N58887,IPL,6,0.961468295,0
704,N58887_dwi_mask_OF_prepped_IRP.nii.gz,N58887,IRP,7,0.481755555,0
705,N58887_dwi_mask_OF_prepped_LAI.nii.gz,N58887,LAI,8,0.721175473,0
706,N58887_dwi_mask_OF_prepped_LIP.nii.gz,N58887,LIP,9,0.98285378,0
707,N58887_dwi_mask_OF_prepped_LPS.nii.gz,N58887,LPS,10,0.794576036,0
708,N58887_dwi_mask_OF_prepped_LSA.nii.gz,N58887,LSA,11,0.604432483,0
709,N58887_dwi_mask_OF_prepped_PIR.nii.gz,N58887,PIR,12,0.550476967,0
710,N58887_dwi_mask_OF_prepped_PLI.nii.gz,N58887,PLI,13,0.105375772,0
711,N58887_dwi_mask_OF_prepped_PRS.nii.gz,N58887,PRS,14,0.346699034,0
712,N58887_dwi_mask_OF_prepped_PSL.nii.gz,N58887,PSL,15,0.918964098,0
713,N58887_dwi_mask_OF_prepped_RAS.nii.gz,N58887,RAS,16,0.775200642,0
714,N58887_dwi_mask_OF_prepped_RIA.nii.gz,N58887,RIA,17,0.312580805,0
715,N58887_dwi_mask_OF_prepped_RPI.nii.gz,N58887,RPI,18,0.97383994,0
716,N58887_dwi_mask_OF_prepped_RSP.nii.gz,N58887,RSP,19,0.560249935,0
717,N58887_dwi_mask_OF_prepped_SAL.nii.gz,N58887,SAL,20,0.207741186,0
718,N58887_dwi_mask_OF_prepped_SLP.nii.gz,N58887,SLP,21,0.648706132,0
719,N58887_dwi_mask_OF_prepped_SPR.nii.gz,N58887,SPR,22,0.897527358,0
720,N58887_dwi_mask_OF_prepped_SRA.nii.gz,N58887,SRA,23,0.915354767,0
721,N58889_dwi_mask_OF_prepped_AIL.nii.gz,N58889,AIL,0,0.72054144,0
722,N58889_dwi_mask_OF_prepped_ALS.nii.gz,N58889,ALS,1,0.83128707,0
723,N58889_dwi_mask_OF_prepped_ARI.nii.gz,N58889,ARI,2,0.605751642,0
724,N58889_dwi_mask_OF_prepped_ASR.nii.gz,N58889,ASR,3,0.073302172,0
725,N58889_dwi_mask_OF_prepped_IAR.nii.gz,N58889,IAR,4,0.878144749,0
726,N58889_dwi_mask_OF_prepped_ILA.nii.gz,N58889,ILA,5,0.616919685,0
727,N58889_dwi_mask_OF_prepped_IPL.nii.gz,N58889,IPL,6,0.575805945,0
728,N58889_dwi_mask_OF_prepped_IRP.nii.gz,N58889,IRP,7,0.577874934,0
729,N58889_dwi_mask_OF_prepped_LAI.nii.gz,N58889,LAI,8,0.897036846,0
730,N58889_dwi_mask_OF_prepped_LIP.nii.gz,N58889,LIP,9,0.883655043,0
731,N58889_dwi_mask_OF_prepped_LPS.nii.gz,N58889,LPS,10,0.5772845,0
732,N58889_dwi_mask_OF_prepped_LSA.nii.gz,N58889,LSA,11,0.988153862,0
733,N58889_dwi_mask_OF_prepped_PIR.nii.gz,N58889,PIR,12,0.799278457,0
734,N58889_dwi_mask_OF_prepped_PLI.nii.gz,N58889,PLI,13,0.655975447,0
735,N58889_dwi_mask_OF_prepped_PRS.nii.gz,N58889,PRS,14,0.932841693,0
736,N58889_dwi_mask_OF_prepped_PSL.nii.gz,N58889,PSL,15,0.367638699,0
737,N58889_dwi_mask_OF_prepped_RAS.nii.gz,N58889,RAS,16,0.509121134,0
738,N58889_dwi_mask_OF_prepped_RIA.nii.gz,N58889,RIA,17,0.247179633,0
739,N58889_dwi_mask_OF_prepped_RPI.nii.gz,N58889,RPI,18,0.248675019,0
740,N58889_dwi_mask_OF_prepped_RSP.nii.gz,N58889,RSP,19,0.064021416,0
741,N58889_dwi_mask_OF_prepped_SAL.nii.gz,N58889,SAL,20,0.134501318,0
742,N58889_dwi_mask_OF_prepped_SLP.nii.gz,N58889,SLP,21,0.550975257,0
743,N58889_dwi_mask_OF_prepped_SPR.nii.gz,N58889,SPR,22,0.691919211,0
744,N58889_dwi_mask_OF_prepped_SRA.nii.gz,N58889,SRA,23,0.253677027,0
745,N58906_dwi_mask_OF_prepped_AIL.nii.gz,N58906,AIL,0,0.736723082,0
746,N58906_dwi_mask_OF_prepped_ALS.nii.gz,N58906,ALS,1,0.846336252,0
747,N58906_dwi_mask_OF_prepped_ARI.nii.gz,N58906,ARI,2,0.99016512,0
748,N58906_dwi_mask_OF_prepped_ASR.nii.gz,N58906,ASR,3,0.207353447,0
749,N58906_dwi_mask_OF_prepped_IAR.nii.gz,N58906,IAR,4,0.454344179,0
750,N58906_dwi_mask_OF_prepped_ILA.nii.gz,N58906,ILA,5,0.841146187,0
751,N58906_dwi_mask_OF_prepped_IPL.nii.gz,N58906,IPL,6,0.936878322,0
752,N58906_dwi_mask_OF_prepped_IRP.nii.gz,N58906,IRP,7,0.625430475,0
753,N58906_dwi_mask_OF_prepped_LAI.nii.gz,N58906,LAI,8,0.904239411,0
754,N58906_dwi_mask_OF_prepped_LIP.nii.gz,N58906,LIP,9,0.377809583,0
755,N58906_dwi_mask_OF_prepped_LPS.nii.gz,N58906,LPS,10,0.779433477,0
756,N58906_dwi_mask_OF_prepped_LSA.nii.gz,N58906,LSA,11,0.420826224,0
757,N58906_dwi_mask_OF_prepped_PIR.nii.gz,N58906,PIR,12,0.055067295,0
758,N58906_dwi_mask_OF_prepped_PLI.nii.gz,N58906,PLI,13,0.147149549,0
759,N58906_dwi_mask_OF_prepped_PRS.nii.gz,N58906,PRS,14,0.88428185,0
760,N58906_dwi_mask_OF_prepped_PSL.nii.gz,N58906,PSL,15,0.347366259,0
761,N58906_dwi_mask_OF_prepped_RAS.nii.gz,N58906,RAS,16,0.583919195,0
762,N58906_dwi_mask_OF_prepped_RIA.nii.gz,N58906,RIA,17,0.667656494,0
763,N58906_dwi_mask_OF_prepped_RPI.nii.gz,N58906,RPI,18,0.864676712,0
764,N58906_dwi_mask_OF_prepped_RSP.nii.gz,N58906,RSP,19,0.442894466,0
765,N58906_dwi_mask_OF_prepped_SAL.nii.gz,N58906,SAL,20,0.164108954,0
766,N58906_dwi_mask_OF_prepped_SLP.nii.gz,N58906,SLP,21,0.825934422,0
767,N58906_dwi_mask_OF_prepped_SPR.nii.gz,N58906,SPR,22,0.478019869,0
768,N58906_dwi_mask_OF_prepped_SRA.nii.gz,N58906,SRA,23,0.038286398,0
769,N58909_dwi_mask_OF_prepped_AIL.nii.gz,N58909,AIL,0,0.327096918,1
770,N58909_dwi_mask_OF_prepped_ALS.nii.gz,N58909,ALS,1,0.439037907,1
771,N58909_dwi_mask_OF_prepped_ARI.nii.gz,N58909,ARI,2,0.429776919,1
772,N58909_dwi_mask_OF_prepped_ASR.nii.gz,N58909,ASR,3,0.124640724,1
773,N58909_dwi_mask_OF_prepped_IAR.nii.gz,N58909,IAR,4,0.487241187,1
774,N58909_dwi_mask_OF_prepped_ILA.nii.gz,N58909,ILA,5,0.218410761,1
775,N58909_dwi_mask_OF_prepped_IPL.nii.gz,N58909,IPL,6,0.145826279,1
776,N58909_dwi_mask_OF_prepped_IRP.nii.gz,N58909,IRP,7,0.851714092,1
777,N58909_dwi_mask_OF_prepped_LAI.nii.gz,N58909,LAI,8,0.465010967,1
778,N58909_dwi_mask_OF_prepped_LIP.nii.gz,N58909,LIP,9,0.458077861,1
779,N58909_dwi_mask_OF_prepped_LPS.nii.gz,N58909,LPS,10,0.798733721,1
780,N58909_dwi_mask_OF_prepped_LSA.nii.gz,N58909,LSA,11,0.349941423,1
781,N58909_dwi_mask_OF_prepped_PIR.nii.gz,N58909,PIR,12,0.869144197,1
782,N58909_dwi_mask_OF_prepped_PLI.nii.gz,N58909,PLI,13,0.825503845,1
783,N58909_dwi_mask_OF_prepped_PRS.nii.gz,N58909,PRS,14,0.786938139,1
784,N58909_dwi_mask_OF_prepped_PSL.nii.gz,N58909,PSL,15,0.110674862,1
785,N58909_dwi_mask_OF_prepped_RAS.nii.gz,N58909,RAS,16,0.142024194,1
786,N58909_dwi_mask_OF_prepped_RIA.nii.gz,N58909,RIA,17,0.974257708,1
787,N58909_dwi_mask_OF_prepped_RPI.nii.gz,N58909,RPI,18,0.657726258,1
788,N58909_dwi_mask_OF_prepped_RSP.nii.gz,N58909,RSP,19,0.88998184,1
789,N58909_dwi_mask_OF_prepped_SAL.nii.gz,N58909,SAL,20,0.220861329,1
790,N58909_dwi_mask_OF_prepped_SLP.nii.gz,N58909,SLP,21,0.320461207,1
791,N58909_dwi_mask_OF_prepped_SPR.nii.gz,N58909,SPR,22,0.999137507,1
792,N58909_dwi_mask_OF_prepped_SRA.nii.gz,N58909,SRA,23,0.618470611,1
793,N58913_dwi_mask_OF_prepped_AIL.nii.gz,N58913,AIL,0,0.568207005,0
794,N58913_dwi_mask_OF_prepped_ALS.nii.gz,N58913,ALS,1,0.483274878,0
795,N58913_dwi_mask_OF_prepped_ARI.nii.gz,N58913,ARI,2,0.192577903,0
796,N58913_dwi_mask_OF_prepped_ASR.nii.gz,N58913,ASR,3,0.878155199,0
797,N58913_dwi_mask_OF_prepped_IAR.nii.gz,N58913,IAR,4,0.268137684,0
798,N58913_dwi_mask_OF_prepped_ILA.nii.gz,N58913,ILA,5,0.198677037,0
799,N58913_dwi_mask_OF_prepped_IPL.nii.gz,N58913,IPL,6,0.067497547,0
800,N58913_dwi_mask_OF_prepped_IRP.nii.gz,N58913,IRP,7,0.402483976,0
801,N58913_dwi_mask_OF_prepped_LAI.nii.gz,N58913,LAI,8,0.490303126,0
802,N58913_dwi_mask_OF_prepped_LIP.nii.gz,N58913,LIP,9,0.579766587,0
803,N58913_dwi_mask_OF_prepped_LPS.nii.gz,N58913,LPS,10,0.529952733,0
804,N58913_dwi_mask_OF_prepped_LSA.nii.gz,N58913,LSA,11,0.995632446,0
805,N58913_dwi_mask_OF_prepped_PIR.nii.gz,N58913,PIR,12,0.652060917,0
806,N58913_dwi_mask_OF_prepped_PLI.nii.gz,N58913,PLI,13,0.240541499,0
807,N58913_dwi_mask_OF_prepped_PRS.nii.gz,N58913,PRS,14,0.56440167,0
808,N58913_dwi_mask_OF_prepped_PSL.nii.gz,N58913,PSL,15,0.437433379,0
809,N58913_dwi_mask_OF_prepped_RAS.nii.gz,N58913,RAS,16,0.46916686,0
810,N58913_dwi_mask_OF_prepped_RIA.nii.gz,N58913,RIA,17,0.99919459,0
811,N58913_dwi_mask_OF_prepped_RPI.nii.gz,N58913,RPI,18,0.17078285,0
812,N58913_dwi_mask_OF_prepped_RSP.nii.gz,N58913,RSP,19,0.765060734,0
813,N58913_dwi_mask_OF_prepped_SAL.nii.gz,N58913,SAL,20,0.996494192,0
814,N58913_dwi_mask_OF_prepped_SLP.nii.gz,N58913,SLP,21,0.539033987,0
815,N58913_dwi_mask_OF_prepped_SPR.nii.gz,N58913,SPR,22,0.402510807,0
816,N58913_dwi_mask_OF_prepped_SRA.nii.gz,N58913,SRA,23,0.719098299,0
817,N58915_dwi_mask_OF_prepped_AIL.nii.gz,N58915,AIL,0,0.088724388,0
818,N58915_dwi_mask_OF_prepped_ALS.nii.gz,N58915,ALS,1,0.431786771,0
819,N58915_dwi_mask_OF_prepped_ARI.nii.gz,N58915,ARI,2,0.560838004,0
820,N58915_dwi_mask_OF_prepped_ASR.nii.gz,N58915,ASR,3,0.312585297,0
821,N58915_dwi_mask_OF_prepped_IAR.nii.gz,N58915,IAR,4,0.143812985,0
822,N58915_dwi_mask_OF_prepped_ILA.nii.gz,N58915,ILA,5,0.013202824,0
823,N58915_dwi_mask_OF_prepped_IPL.nii.gz,N58915,IPL,6,0.949823144,0
824,N58915_dwi_mask_OF_prepped_IRP.nii.gz,N58915,IRP,7,0.146417138,0
825,N58915_dwi_mask_OF_prepped_LAI.nii.gz,N58915,LAI,8,0.630636002,0
826,N58915_dwi_mask_OF_prepped_LIP.nii.gz,N58915,LIP,9,0.299340133,0
827,N58915_dwi_mask_OF_prepped_LPS.nii.gz,N58915,LPS,10,0.364690286,0
828,N58915_dwi_mask_OF_prepped_LSA.nii.gz,N58915,LSA,11,0.259886137,0
829,N58915_dwi_mask_OF_prepped_PIR.nii.gz,N58915,PIR,12,0.410346233,0
830,N58915_dwi_mask_OF_prepped_PLI.nii.gz,N58915,PLI,13,0.199276829,0
831,N58915_dwi_mask_OF_prepped_PRS.nii.gz,N58915,PRS,14,0.550396727,0
832,N58915_dwi_mask_OF_prepped_PSL.nii.gz,N58915,PSL,15,0.219298403,0
833,N58915_dwi_mask_OF_prepped_RAS.nii.gz,N58915,RAS,16,0.210180953,0
834,N58915_dwi_mask_OF_prepped_RIA.nii.gz,N58915,RIA,17,0.740832236,0
835,N58915_dwi_mask_OF_prepped_RPI.nii.gz,N58915,RPI,18,0.044773006,0
836,N58915_dwi_mask_OF_prepped_RSP.nii.gz,N58915,RSP,19,0.317987431,0
837,N58915_dwi_mask_OF_prepped_SAL.nii.gz,N58915,SAL,20,0.616899372,0
838,N58915_dwi_mask_OF_prepped_SLP.nii.gz,N58915,SLP,21,0.819937104,0
839,N58915_dwi_mask_OF_prepped_SPR.nii.gz,N58915,SPR,22,0.053362403,0
840,N58915_dwi_mask_OF_prepped_SRA.nii.gz,N58915,SRA,23,0.514836279,0
841,N58917_dwi_mask_OF_prepped_AIL.nii.gz,N58917,AIL,0,0.66524784,0
842,N58917_dwi_mask_OF_prepped_ALS.nii.gz,N58917,ALS,1,0.292512057,0
843,N58917_dwi_mask_OF_prepped_ARI.nii.gz,N58917,ARI,2,0.722399534,0
844,N58917_dwi_mask_OF_prepped_ASR.nii.gz,N58917,ASR,3,0.351004638,0
845,N58917_dwi_mask_OF_prepped_IAR.nii.gz,N58917,IAR,4,0.114014434,0
846,N58917_dwi_mask_OF_prepped_ILA.nii.gz,N58917,ILA,5,0.64895451,0
847,N58917_dwi_mask_OF_prepped_IPL.nii.gz,N58917,IPL,6,0.065518414,0
848,N58917_dwi_mask_OF_prepped_IRP.nii.gz,N58917,IRP,7,0.359864432,0
849,N58917_dwi_mask_OF_prepped_LAI.nii.gz,N58917,LAI,8,0.886026471,0
850,N58917_dwi_mask_OF_prepped_LIP.nii.gz,N58917,LIP,9,0.02822377,0
851,N58917_dwi_mask_OF_prepped_LPS.nii.gz,N58917,LPS,10,0.147399375,0
852,N58917_dwi_mask_OF_prepped_LSA.nii.gz,N58917,LSA,11,0.093590208,0
853,N58917_dwi_mask_OF_prepped_PIR.nii.gz,N58917,PIR,12,0.251691074,0
854,N58917_dwi_mask_OF_prepped_PLI.nii.gz,N58917,PLI,13,0.212520931,0
855,N58917_dwi_mask_OF_prepped_PRS.nii.gz,N58917,PRS,14,0.237022291,0
856,N58917_dwi_mask_OF_prepped_PSL.nii.gz,N58917,PSL,15,0.617407034,0
857,N58917_dwi_mask_OF_prepped_RAS.nii.gz,N58917,RAS,16,0.040069866,0
858,N58917_dwi_mask_OF_prepped_RIA.nii.gz,N58917,RIA,17,0.557346242,0
859,N58917_dwi_mask_OF_prepped_RPI.nii.gz,N58917,RPI,18,0.382075203,0
860,N58917_dwi_mask_OF_prepped_RSP.nii.gz,N58917,RSP,19,0.928249272,0
861,N58917_dwi_mask_OF_prepped_SAL.nii.gz,N58917,SAL,20,0.156887934,0
862,N58917_dwi_mask_OF_prepped_SLP.nii.gz,N58917,SLP,21,0.754336559,0
863,N58917_dwi_mask_OF_prepped_SPR.nii.gz,N58917,SPR,22,0.017556953,0
864,N58917_dwi_mask_OF_prepped_SRA.nii.gz,N58917,SRA,23,0.336005536,0
865,N58919_dwi_mask_OF_prepped_AIL.nii.gz,N58919,AIL,0,0.092560846,0
866,N58919_dwi_mask_OF_prepped_ALS.nii.gz,N58919,ALS,1,0.948639298,0
867,N58919_dwi_mask_OF_prepped_ARI.nii.gz,N58919,ARI,2,0.616727433,0
868,N58919_dwi_mask_OF_prepped_ASR.nii.gz,N58919,ASR,3,0.524479482,0
869,N58919_dwi_mask_OF_prepped_IAR.nii.gz,N58919,IAR,4,0.333815813,0
870,N58919_dwi_mask_OF_prepped_ILA.nii.gz,N58919,ILA,5,0.257123129,0
871,N58919_dwi_mask_OF_prepped_IPL.nii.gz,N58919,IPL,6,0.676566421,0
872,N58919_dwi_mask_OF_prepped_IRP.nii.gz,N58919,IRP,7,0.253991408,0
873,N58919_dwi_mask_OF_prepped_LAI.nii.gz,N58919,LAI,8,0.406314815,0
874,N58919_dwi_mask_OF_prepped_LIP.nii.gz,N58919,LIP,9,0.183614978,0
875,N58919_dwi_mask_OF_prepped_LPS.nii.gz,N58919,LPS,10,0.461546722,0
876,N58919_dwi_mask_OF_prepped_LSA.nii.gz,N58919,LSA,11,0.567198135,0
877,N58919_dwi_mask_OF_prepped_PIR.nii.gz,N58919,PIR,12,0.826955911,0
878,N58919_dwi_mask_OF_prepped_PLI.nii.gz,N58919,PLI,13,0.289275112,0
879,N58919_dwi_mask_OF_prepped_PRS.nii.gz,N58919,PRS,14,0.014889913,0
880,N58919_dwi_mask_OF_prepped_PSL.nii.gz,N58919,PSL,15,0.053002473,0
881,N58919_dwi_mask_OF_prepped_RAS.nii.gz,N58919,RAS,16,0.737666779,0
882,N58919_dwi_mask_OF_prepped_RIA.nii.gz,N58919,RIA,17,0.71784093,0
883,N58919_dwi_mask_OF_prepped_RPI.nii.gz,N58919,RPI,18,0.03583999,0
884,N58919_dwi_mask_OF_prepped_RSP.nii.gz,N58919,RSP,19,0.825003737,0
885,N58919_dwi_mask_OF_prepped_SAL.nii.gz,N58919,SAL,20,0.320852251,0
886,N58919_dwi_mask_OF_prepped_SLP.nii.gz,N58919,SLP,21,0.445377126,0
887,N58919_dwi_mask_OF_prepped_SPR.nii.gz,N58919,SPR,22,0.304447457,0
888,N58919_dwi_mask_OF_prepped_SRA.nii.gz,N58919,SRA,23,0.188886554,0
889,N58935_dwi_mask_OF_prepped_AIL.nii.gz,N58935,AIL,0,0.835387019,0
890,N58935_dwi_mask_OF_prepped_ALS.nii.gz,N58935,ALS,1,0.89154606,0
891,N58935_dwi_mask_OF_prepped_ARI.nii.gz,N58935,ARI,2,0.255184615,0
892,N58935_dwi_mask_OF_prepped_ASR.nii.gz,N58935,ASR,3,0.957229507,0
893,N58935_dwi_mask_OF_prepped_IAR.nii.gz,N58935,IAR,4,0.137873714,0
894,N58935_dwi_mask_OF_prepped_ILA.nii.gz,N58935,ILA,5,0.183214623,0
895,N58935_dwi_mask_OF_prepped_IPL.nii.gz,N58935,IPL,6,0.652755632,0
896,N58935_dwi_mask_OF_prepped_IRP.nii.gz,N58935,IRP,7,0.577454489,0
897,N58935_dwi_mask_OF_prepped_LAI.nii.gz,N58935,LAI,8,0.641448446,0
898,N58935_dwi_mask_OF_prepped_LIP.nii.gz,N58935,LIP,9,0.597703895,0
899,N58935_dwi_mask_OF_prepped_LPS.nii.gz,N58935,LPS,10,0.936459573,0
900,N58935_dwi_mask_OF_prepped_LSA.nii.gz,N58935,LSA,11,0.244951828,0
901,N58935_dwi_mask_OF_prepped_PIR.nii.gz,N58935,PIR,12,0.226622355,0
902,N58935_dwi_mask_OF_prepped_PLI.nii.gz,N58935,PLI,13,0.182206491,0
903,N58935_dwi_mask_OF_prepped_PRS.nii.gz,N58935,PRS,14,0.562439644,0
904,N58935_dwi_mask_OF_prepped_PSL.nii.gz,N58935,PSL,15,0.935691508,0
905,N58935_dwi_mask_OF_prepped_RAS.nii.gz,N58935,RAS,16,0.36658224,0
906,N58935_dwi_mask_OF_prepped_RIA.nii.gz,N58935,RIA,17,0.983413261,0
907,N58935_dwi_mask_OF_prepped_RPI.nii.gz,N58935,RPI,18,0.751690552,0
908,N58935_dwi_mask_OF_prepped_RSP.nii.gz,N58935,RSP,19,0.652121137,0
909,N58935_dwi_mask_OF_prepped_SAL.nii.gz,N58935,SAL,20,0.341931366,0
910,N58935_dwi_mask_OF_prepped_SLP.nii.gz,N58935,SLP,21,0.060007516,0
911,N58935_dwi_mask_OF_prepped_SPR.nii.gz,N58935,SPR,22,0.799057452,0
912,N58935_dwi_mask_OF_prepped_SRA.nii.gz,N58935,SRA,23,0.672899716,0
913,N58941_dwi_mask_OF_prepped_AIL.nii.gz,N58941,AIL,0,0.809631189,0
914,N58941_dwi_mask_OF_prepped_ALS.nii.gz,N58941,ALS,1,0.692049947,0
915,N58941_dwi_mask_OF_prepped_ARI.nii.gz,N58941,ARI,2,0.644358124,0
916,N58941_dwi_mask_OF_prepped_ASR.nii.gz,N58941,ASR,3,0.036836334,0
917,N58941_dwi_mask_OF_prepped_IAR.nii.gz,N58941,IAR,4,0.966371787,0
918,N58941_dwi_mask_OF_prepped_ILA.nii.gz,N58941,ILA,5,0.772824307,0
919,N58941_dwi_mask_OF_prepped_IPL.nii.gz,N58941,IPL,6,0.407868303,0
920,N58941_dwi_mask_OF_prepped_IRP.nii.gz,N58941,IRP,7,0.983972601,0
921,N58941_dwi_mask_OF_prepped_LAI.nii.gz,N58941,LAI,8,0.384420145,0
922,N58941_dwi_mask_OF_prepped_LIP.nii.gz,N58941,LIP,9,0.88221617,0
923,N58941_dwi_mask_OF_prepped_LPS.nii.gz,N58941,LPS,10,0.717750505,0
924,N58941_dwi_mask_OF_prepped_LSA.nii.gz,N58941,LSA,11,0.400126719,0
925,N58941_dwi_mask_OF_prepped_PIR.nii.gz,N58941,PIR,12,0.539327639,0
926,N58941_dwi_mask_OF_prepped_PLI.nii.gz,N58941,PLI,13,0.690223289,0
927,N58941_dwi_mask_OF_prepped_PRS.nii.gz,N58941,PRS,14,0.405995892,0
928,N58941_dwi_mask_OF_prepped_PSL.nii.gz,N58941,PSL,15,0.694140811,0
929,N58941_dwi_mask_OF_prepped_RAS.nii.gz,N58941,RAS,16,0.533609043,0
930,N58941_dwi_mask_OF_prepped_RIA.nii.gz,N58941,RIA,17,0.87469286,0
931,N58941_dwi_mask_OF_prepped_RPI.nii.gz,N58941,RPI,18,0.051421668,0
932,N58941_dwi_mask_OF_prepped_RSP.nii.gz,N58941,RSP,19,0.42039329,0
933,N58941_dwi_mask_OF_prepped_SAL.nii.gz,N58941,SAL,20,0.254606593,0
934,N58941_dwi_mask_OF_prepped_SLP.nii.gz,N58941,SLP,21,0.050907344,0
935,N58941_dwi_mask_OF_prepped_SPR.nii.gz,N58941,SPR,22,0.517141186,0
936,N58941_dwi_mask_OF_prepped_SRA.nii.gz,N58941,SRA,23,0.320061257,0
937,N58946_dwi_mask_OF_prepped_AIL.nii.gz,N58946,AIL,0,0.885418944,0
938,N58946_dwi_mask_OF_prepped_ALS.nii.gz,N58946,ALS,1,0.648752846,0
939,N58946_dwi_mask_OF_prepped_ARI.nii.gz,N58946,ARI,2,0.320218032,0
940,N58946_dwi_mask_OF_prepped_ASR.nii.gz,N58946,ASR,3,0.458297487,0
941,N58946_dwi_mask_OF_prepped_IAR.nii.gz,N58946,IAR,4,0.458927812,0
942,N58946_dwi_mask_OF_prepped_ILA.nii.gz,N58946,ILA,5,0.835179644,0
943,N58946_dwi_mask_OF_prepped_IPL.nii.gz,N58946,IPL,6,0.429711961,0
944,N58946_dwi_mask_OF_prepped_IRP.nii.gz,N58946,IRP,7,0.273522716,0
945,N58946_dwi_mask_OF_prepped_LAI.nii.gz,N58946,LAI,8,0.906864383,0
946,N58946_dwi_mask_OF_prepped_LIP.nii.gz,N58946,LIP,9,0.358322112,0
947,N58946_dwi_mask_OF_prepped_LPS.nii.gz,N58946,LPS,10,0.822579731,0
